SID,Pouvez-vous expliquer vos réponses merci ...,Note merci
16547402,les jeunes chercheurs en informatiques ne viennent plus ils partent dans l industrie où ils sont payés dès la sortie du master à fois ce qu ils gagneraient avec une bourse de thèse en sur ans les docteurs formés ne veulent plus devenir mcf mêmes raisons financières et ils voient bien qu on est submergé par les freins administratifs que nous essayons de dépatouiller au lieu de faire notre métier nous ne sommes plus attractifs que pour des doctorants etou mc étrangers qui veulent fuir de chez où ils ont des conditions encore moins bonnes tout membre de cos l a constaté depuis plusieurs années nous avons un appauvrissement incroyable des recrutements doctorantsmcf qui sur du moyen terme va poser de gros problèmes à la section,1
16547450,on n a plus de candidat à des thèses en local ni de post doc et c est normal avec d aussi faibles perspectives de poste permanent d évolution de carrière dans une moindre mesure niveau salaire correct en france mais pas comparativement à des ingénieurs ou chercheurs étrangers,1
16548320,il me semble qu au lieu de fixer un ratio annuel il faudrait plus de flexibilité pluri annuelle l informatique souffre encore d un déficit d enseignants face à la demande des étudiants et d une attractivité de l emploi privé importante,1
16548941,l ascenseur des promotions pr est en panne,1
16552414,plusieurs burn out m empêche de conseiller ce métier,0
16556636,les conditions à l université se dégradent tellement vite que c est vraiment difficile de recommander le métier qui reste néanmoins intellectuellement passionnant quand on a encore une pétouille d énergie pour s y investir les jeunes chercheurs en sont bien conscients,0
16557116,je ne demande jamais demandé de prime pedr ripec le métier d enseignant chercheur est évidemment intéressant mais les charges administratives se sont complexifiées sont devenues trop nombreuses et le financement de la recherche essentiellement par projet ne me plaît pas,0
16595783,comme je l ai écrit plus haut il est extrêmement difficile de trouver des candidats enseignants chercheurs pour les maîtres de conférences clairement ils ont des opportunités bien plus intéressantes ailleurs pour les professeurs il y a maintenant un goulot d étranglement qui fait que certains quittent l université sur une cinquantaine de docteurs formés dans mon équipe ces dernières années seul a essayé de devenir mcf et obtenu un poste l immense majorité est chercheur à temps plein dans le privé tout est fait pour que les étudiants qui viennent à l université soient ceux qui n ont pas été pris ailleurs heureusement malgré cette politique il reste de très bons étudiants à l université mais je constate que parmi les très bons étudiants de licence beaucoup ne poursuivent pas en master à l université mais vont vers des écoles d ingénieurs les plus grandes pour certains donc ceux que l on a malgré tout réussi à attirer en l quitte l université en fin de l réduisant encore le nombre de très bons étudiants en master si on a de la chance on les récupère en doctorat,0
16603184,je pense que le métier perd en attractivité ce n est pas que financier de brillants jeunes chercheurs sont prêts à gagner moins dans le privé si cela est compensé par une plus grande liberté et du temps pour étudier réfléchir etc mais aujourd hui au final cette liberté ne s exerce que sur une poignée d heure hebdomadaire quand ce n est pas cela ne justifie plus les écarts de salaire avec le privé,1
16621909,la différence de salaire et de charge de travail sont trop importantes à mon sens surtout que le privé l industrie propose des activités de recherche intéressantes mieux financées et mieux reconnues y compris en recherche fondamentale pas forcément juste en r d côté développement on enseigne assez rarement notre recherche et cela peut prendre du temps de se mettre à jour selon les cours ce que j ai toujours aimé faire mais je n ai plus beaucoup de temps pour cela la part d évaluation a explosé avec le contrôle continu de façon disproportionnée le métier est très large avec de nouvelles charges continuelles et des tonnes de réunions qui ne permettent pas de prendre le temps de bien faire nos activités essentielles,1
16625345,dans un contexte universitaire où on est passé de étudiants à en informatique du l au m mais on intervient aussi en l pluri disciplinaire dont en l l avec non remplacement de plusieurs collègues ayant quitté le département un ou une docteur en informatique pourra sans mal trouver un poste bien plus engageant reconnu et mieux rémunéré que mcf au lieu de s efforcer à faire de la bonne recherche et des cours intéressants on passe beaucoup beaucoup trop de temps à faire du secrétariat de l organisation etc sans compter le rabâchage avec groupes de tp à étudiants cela fait perdre l envie je me pose régulièrement la question de ma démission tout comme plusieurs de mes collègues il est possible qu être mcf à l université dans un iut dans une école ce n est pas plus du tout le même métier dans les faits pour avoir testé iut et école d ingé dans le passé il existe peut être des contextes plus favorables,0
16630101,c est un metier piège ou il est difficil de bouger ou de partir vers d autres carrières,1
16841167,merci pour cette enquête à laquelle j espère ne pas répondre trop tardivement il me tarde maintenant d en connaître les résultats je précise ne pas avoir répondu concernant l administration car j en ai été déchargé il y a quelques années suite à l obtention d un crct qui m a permis de me recentrer sur mon activité de recherche et d enseignement,0
17704054,etant moi même jeune mcf je pense que le métier est à l heure actuelle trop peu attrayant réelle perte de pouvoir d achat avec pour certaine ville l impossibilité de faire des projets personnels concernant la ripec c l établissement a décidé l année dernière de ne pas l attribuer aux personnels qui avait moins de années d ancienneté sans l annoncer au préaable et tout en demandant aux jeunes recrutés de prendre des responsabilités de filière etou dans les différents conseils de l établissement ce n est ni réjouissant ni motivant,1
18130377,je bénéficie actuellement de la pedr une dernière fois mais je ne pense pas obtenir la ripec l assiette a changé énormément de gens tentent alors que le nombre est passé de à pour l établissement effet d aubaine mais grosse déception pour bcp à l arrivée j aime toujours ce métier et ne suis pas à plaindre mais je n ai plus d illusion le mérite et la qualité scientifique ne sont plus des critères importants je maintiens le sérieux auprès de mes élèves et mes doctorants mais je ne leur cache pas les dysfonctionnements réguliers fréquents et le désinvestissement des personnes autour le télétravail octroyé à des personnes sensées accueillir du public ou des personnes sensées apporter un support technique et je me bats plus face à l administration je précise que j ai été correspondant specif pendant de nombreuses années bon courage à tous mais je soupçonne que le bateau est volontairement sabordé afin de faire monter le privé à l américaine,1
