SID,Commentaires éventuels (sur le formulaire ou sur votre situation personnelle),Note personnel,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de l'enseignement),Note enseignement,Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de la recherche),Note recherche,Pouvez-vous expliquer vos réponses merci ...,Note merci,Totalite des commentaires,Note total
15944653,,,,,,,"Salaires beaucoup trop bas au regard des compétences et responsabilités. Donc, les doctorants nés en France ne souhaitent pas poursuivre une carrière d'enseignant chercheur.

Pour ma part, je fais 3h de transports par jour.

La mentalité de certains collègues me dérange beaucoup : ""si tu souhaites faire carrière,  il ne faut pas s'intéresser aux étudiants "". Ces mêmes gens n'evaluent notre métier que par la recherche, en marchant sur ceux qui font tourner les formations. Le passage PU devrait être possible pour tous.",-2.0,"Salaires beaucoup trop bas au regard des compétences et responsabilités. Donc, les doctorants nés en France ne souhaitent pas poursuivre une carrière d'enseignant chercheur.

Pour ma part, je fais 3h de transports par jour.

La mentalité de certains collègues me dérange beaucoup : ""si tu souhaites faire carrière,  il ne faut pas s'intéresser aux étudiants "". Ces mêmes gens n'evaluent notre métier que par la recherche, en marchant sur ceux qui font tourner les formations. Le passage PU devrait être possible pour tous.",-2
15945980,,,,,,,"Il y a trop peu de personnel dans beaucoup de services (département d'enseignements, services RH, scolarités, services financiers, services techniques, etc.) pour qu'il soit aujourd'hui possible de faire son travail correctement. Le système tient encore, car beaucoup d'entre nous se mettent en surcharge, avec de plus en plus souvent des conséquences sur leur santé. Le point de rupture est proche.",-1.0,"Il y a trop peu de personnel dans beaucoup de services (département d'enseignements, services RH, scolarités, services financiers, services techniques, etc.) pour qu'il soit aujourd'hui possible de faire son travail correctement. Le système tient encore, car beaucoup d'entre nous se mettent en surcharge, avec de plus en plus souvent des conséquences sur leur santé. Le point de rupture est proche.",-1
15946811,,,,,,,"Côté recherche, l'obligation d'avoir recours à des financements par projet plutôt qu'à des financements pérennes est épuisant et contre-productif, et se révèle à terme décourageant.
Côté enseignement, les conséquences de la réforme du lycée sont catastrophiques sur la sélection et la capacité de réussite des étudiants à l'Université. Le niveau en math entraîne des difficultés d'abstraction des doctorants, trop souvent formés uniquement à l'informatique et incapable d'écrire des preuves, même simple. ",-1.0,"Côté recherche, l'obligation d'avoir recours à des financements par projet plutôt qu'à des financements pérennes est épuisant et contre-productif, et se révèle à terme décourageant.
Côté enseignement, les conséquences de la réforme du lycée sont catastrophiques sur la sélection et la capacité de réussite des étudiants à l'Université. Le niveau en math entraîne des difficultés d'abstraction des doctorants, trop souvent formés uniquement à l'informatique et incapable d'écrire des preuves, même simple. ",-1
15946968,,,,,,,"Les aspects pédagogiques et recherche sont toujours très intéressants.
Les façons de publier changent, on est noyé dans une course à la publication sans avoir le temps d'approfondir.
Les conférences sont parfois organisées en hybride, les moyens pour voyager et la pollution du déplacement en avion rendent cet aspect du métier beaucoup moins attractif qu'avant. ",2.0,"Les aspects pédagogiques et recherche sont toujours très intéressants.
Les façons de publier changent, on est noyé dans une course à la publication sans avoir le temps d'approfondir.
Les conférences sont parfois organisées en hybride, les moyens pour voyager et la pollution du déplacement en avion rendent cet aspect du métier beaucoup moins attractif qu'avant. ",2
15947191,,,,,,,"La recherche est passionnante, l'enseignement l'est aussi a petite dose, mais je ne conseillerais pas ce métier car il demande un temps d'investissement important pour finalement ne pas forcément décrocher un travail permanent.
Pour la RIPEC, avoir un bon dossier nécessite forcément un investissement particulier et l'équilibre famille-travail peut être malmené.",-2.0,"La recherche est passionnante, l'enseignement l'est aussi a petite dose, mais je ne conseillerais pas ce métier car il demande un temps d'investissement important pour finalement ne pas forcément décrocher un travail permanent.
Pour la RIPEC, avoir un bon dossier nécessite forcément un investissement particulier et l'équilibre famille-travail peut être malmené.",-2
15947713,,,,,,,"Je fais ma recherche par pur plaisir sans attendre de quelconque reconnaissance locale ni nationale. Je suis contraint d'avoir des projets industriels pour pouvoir financer mes travaux plus théoriques et mon activité internationale. Je ne postule plus pour la RIPEC pour 2 raisons: 1 je n'arrive plus à dégager du temps pour remplir le dossier. 2 L'évaluation est déconnectée de la réalité, et sa lecture est foncièrement déprimante, surtout quand mon activité pourtant conséquente est qualifiée de ""faible voire inexistante"".",2.0,"Je fais ma recherche par pur plaisir sans attendre de quelconque reconnaissance locale ni nationale. Je suis contraint d'avoir des projets industriels pour pouvoir financer mes travaux plus théoriques et mon activité internationale. Je ne postule plus pour la RIPEC pour 2 raisons: 1 je n'arrive plus à dégager du temps pour remplir le dossier. 2 L'évaluation est déconnectée de la réalité, et sa lecture est foncièrement déprimante, surtout quand mon activité pourtant conséquente est qualifiée de ""faible voire inexistante"".",2
15947901,,,,,,,"conseiller à un futur docteur ? tout dépend de la personne
attirant : pas assez payé, mais a d'autres atouts tant intellectuels que sociétaux",0.0,"conseiller à un futur docteur ? tout dépend de la personne
attirant : pas assez payé, mais a d'autres atouts tant intellectuels que sociétaux",0
15948282,,,,,,,"J'aime  toujours ce métier et je ne souhaite pas en changer. Cependant, les conditions se dégradent chaque année et les perspectives pour les jeunes ne sont pas bonnes. Je suis honnête et franc quand j'en discute avec de futurs docteurs pour qu'ils connaissent les bons et les mauvais côtés.",-1.0,"J'aime  toujours ce métier et je ne souhaite pas en changer. Cependant, les conditions se dégradent chaque année et les perspectives pour les jeunes ne sont pas bonnes. Je suis honnête et franc quand j'en discute avec de futurs docteurs pour qu'ils connaissent les bons et les mauvais côtés.",-1
15948290,,,,,,,"Ce métier est passionnant, mais ce genre de réponse permet aux décideurs de continuer à dégrader les conditions de travail puisque c'est un métier ""passion"". 

- Les charges pédagogiques sont de plus en plus lourdes et chronophages (modularité, approche par compétence, parcoursup, contrôles continus, gestion des étudiants handicapés, promotions pléthoriques, etc.)
- Les tâches administratives sont devenues les métastases d'un cancer généralisé.
- En 30 ans, deux gros mois sans enseignement (ou presque) étaient consacrés à la recherche (juin et septembre), ils sont occupés par de l'enseignement/correction/organisation,rentrée etc. depuis la LRU et la semestrialisation. 
- Les responsabilités sont écrasantes pour les petites structures.
- Les heures sup sont incontournables faute de recrutements de titulaires et de vacataires prêts à travailler pour des salaires dérisoires.
- Si la reconnaissance du travail pédagogique n'est pas totalement inexistante (quoique...), elle est incomparable avec celle liée à la recherche dans l'évolution de carrière. Effet pervers : de plus en plus de collègues (jeunes en particulier) fuient le 1er cycle, se font des petits nids douillets en masters et se focalisent sur leur carrière aggravant encore la situation.
- Les salaires sont bloqués.
- C'est la double peine pour la retraite : les années d'études en tant qu'allocataire de recherche et de moniteur ne sont pas intégrées dans les cotisations et il y a eu un allongement total de +5.5 années depuis le début de ma carrière.

Bon dépouillement.

",3.0,"Ce métier est passionnant, mais ce genre de réponse permet aux décideurs de continuer à dégrader les conditions de travail puisque c'est un métier ""passion"". 

- Les charges pédagogiques sont de plus en plus lourdes et chronophages (modularité, approche par compétence, parcoursup, contrôles continus, gestion des étudiants handicapés, promotions pléthoriques, etc.)
- Les tâches administratives sont devenues les métastases d'un cancer généralisé.
- En 30 ans, deux gros mois sans enseignement (ou presque) étaient consacrés à la recherche (juin et septembre), ils sont occupés par de l'enseignement/correction/organisation,rentrée etc. depuis la LRU et la semestrialisation. 
- Les responsabilités sont écrasantes pour les petites structures.
- Les heures sup sont incontournables faute de recrutements de titulaires et de vacataires prêts à travailler pour des salaires dérisoires.
- Si la reconnaissance du travail pédagogique n'est pas totalement inexistante (quoique...), elle est incomparable avec celle liée à la recherche dans l'évolution de carrière. Effet pervers : de plus en plus de collègues (jeunes en particulier) fuient le 1er cycle, se font des petits nids douillets en masters et se focalisent sur leur carrière aggravant encore la situation.
- Les salaires sont bloqués.
- C'est la double peine pour la retraite : les années d'études en tant qu'allocataire de recherche et de moniteur ne sont pas intégrées dans les cotisations et il y a eu un allongement total de +5.5 années depuis le début de ma carrière.

Bon dépouillement.

",3
15948355,,,,,,,"Aucune reconnaissance de l'investissement dans l'enseignement (en local ou  au CNU).
Les salaires ne sont plus du tout attractif par rapport aux entreprises et plus aucun avantage de travailler à l'université (je prends autant de vacances qu'une personne dans une entreprise privé, et je travaille plus par semaine).",0.0,"Aucune reconnaissance de l'investissement dans l'enseignement (en local ou  au CNU).
Les salaires ne sont plus du tout attractif par rapport aux entreprises et plus aucun avantage de travailler à l'université (je prends autant de vacances qu'une personne dans une entreprise privé, et je travaille plus par semaine).",0
