"Séquentiel","SID","Heure de soumission","Heure de complétion","Heure de modification","Brouillon","Adresse IP","UID","Nom d'utilisateur","1 - Vous êtes ? ","Votre statut :","Votre ancienneté dans la profession d'enseignant/chercheur (permanent ou non)","Autre statut :","Ancienneté de nomination sur votre premier poste (MCF, PU ou assimilé)","Obtention de l'HDR","Ancienneté de nomination sur votre poste actuel (MCF, PU ou assimilé)","Type de votre établissement","Autre établissement : ","Ville ","Vous êtes rattaché.e à :","Formation en informatique","Formation à forte composante informatique","Autres formations","Vous êtes membre d'un laboratoire","Au total","En Informatique","Distance en temps pour transiter de votre lieu d'enseignement à celui de la recherche","Commentaires éventuels (sur le formulaire ou sur votre situation personnelle)","Faites vous des heures complémentaires ?","Vous les faîtes majoritairement","cette année","ces cinq dernières années","Si vous avez une décharge d'enseignement, à combien se monte-elle en heures en moyenne par an  ","Combien de mois d'aménagement de temps (CRCT, délégation....) avez-vous obtenus ces dix dernières années","Quantité d'étudiants (TD/TP)","Quantité d'heures d'enseignement","Etat général des locaux et matériels","Equilibre volume CM/TD/TP","Organisation (rythme, doublons, horaires...) des enseignements","Relation avec les étudiants","Equipe pédagogique (relations, nombre...)","Equipe technique  (relations, nombre, support, ...)","Equipe administrative  (relations, nombre, support, ...)","Evaluation de vos enseignements","Charges administratives (volume, complexité...)","Responsabilités pédagogiques (UE, Année...)","Responsabilité de filière","Pensez-vous qu'il soit reconnu intitutionnellement ?","Appréciation personnelle sur l'enseignement","Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de l'enseignement)","Quantité de doctorants/stagiaires/... ces 5 dernières années contribuant à votre recherche","Nbe d'heures de recherche disponibles","Etat général des locaux et matériels","Moyens financiers pérennes","Moyens financiers issus de projets","Equilbre montage de projet/réalisation concrète de projets","Ratio temps montage / taux de succès aux appels nationaux","Ratio temps montage / taux de succès aux appels internationaux","Retio temps montage-discussion / taux de succès aux contrats industriels","Equipe de recherche (relations, nombre...)","Equipe technique (relations, nombre, support, ...)","Equipe administrative  (relations, nombre, support, ...)","Charges administratives (projet, ..)","Animation (séminaire, médiatisation...)","Responsabilités locales (équipes, laboratoire...)","Responsabilités nationales ou internationales","Appréciation personnelle sur la recherche","Commentaires éventuels (sur le formulaire ou sur votre appréciation personnelle de la recherche)","Avez-vous des charges administratives ?","Resp. administratives","Resp. pédagogiques","Resp. électives (Conseils de composantes, de laboratoire, ...)","Autres","J'apprécie mes charges/activités administratives","J'ai  beaucoup de charges administratives","Je ne les ai pas vraiment ""choisies"" (elles m'ont été imposées / je les ai acceptées parce que personne ne voulait les prendre en charge)","Il y a des charges administratives que j'aurais voulu assurer mais que je n'ai pas pu obtenir","Certains  de mes collègues se défilent trop souvent à accepter ces charges","Mes responsabilités administratives sont bien prises en compte lors de l'évaluation de mon dossier RIPEC","Mes charges/activités administratives influent positivement sur le déroulement de ma carrière","Les moyens financiers pérennes nécessaires à ces activités sont suffisants","Les équipe administratives et/ou techniques nécessaires à ces activités sont suffisantes","J'ai assez d'automie dans ces activités","Quel serait pour vous, la répartition ""idéale"" entre Enseignement/Rech/Adm (donnez votre réponse sous la forme d'un ratio E/R/A - Ex. 45/45/10)","Pensez-vous avoir de bonnes chances d'avoir la RIPEC3 ?","Pensez-vous avoir de bonnes chances de progresser dans votre carrière (changement de grade, de classe... ?","Finalement trouvez vous ce métier encore intéressant ?","Pensez-vous qu'il est attirant pour de jeunes chercheurs ?","Le conseilleriez-vous à un futur docteur en Informatique ?","Pouvez-vous expliquer vos réponses merci ..."
"21","15901382","4/7/2023 16:39","4/7/2023 16:39","4/7/2023 16:39","0","0.0.0.0","0","Anonymous","Une femme","Professeur des Universités","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","un département d'informatique d'IUT","151 - 200","",">200","majoritairement informatique (rattaché INS2I ou INSIS)","<50","<50","0","Pas de distance en temps pour transiter du lieu d'enseignement à celui de la recherche (site délocalisé) sauf pour les conseils de laboratoire qui sont sur le site central","Non","","","","138","0","4","NSPP","5","NSPP","","5","5","4","4","NSPP","1","NSPP","NSPP","NSPP","J'aime toujours enseigner","","3","NSPP","5","1","1","1","1","1","3","4","4","4","2","2","NSPP","NSPP","J'aime toujours faire de la recherche","J'aime toujours faire de la recherche mais j'ai réduit à cause de responsabilités administratives.","Oui",">15","<5","","5 - 8","4","5","NSPP","NC","3","1","1","1","1","3","0/0/0","Qui sait, sur un malentendu ...","Qui sait, sur un malentendu ...","4","3","4","Métier intéressant car très varié et avec des rencontres qui nous enrichissent intellectuellement ou personnellement.
Je le conseil généralement au futur docteur pour les mêmes raisons."
"22","15902190","4/7/2023 17:09","4/7/2023 17:09","4/7/2023 17:09","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","","","","","","Ecole d'Ingénieurs (hors Université)","","","une autre Ecole d'ingénieur","151 - 200","<50","","majoritairement informatique (rattaché INS2I ou INSIS)","<50","<50","0","","Oui","Par nécessité de service","121 - 150","121 - 150","0","0","5","1","4","4","3","4","1","2","1","4","1","2","2","0","J'aime toujours enseigner mais un demi service me suffirait","","5","2","4","1","4","2","4","4","5","3","3","4","2","3","3","3","J'aime toujours faire de la recherche","","Oui","5 - 8","<5","","","0","1","0","5","3","0","0","0","1","1","5/5/1","Qui sait, sur un malentendu ...","Je ne suis pas ou plus concerné","3","1","1","L'E/C est la dernière roue du carrosse des universités. Il est malmené, corvéable à merci, ses missions sont de plus en plus complexes mais il est de moins en moins considéré. Les BIATSS obtiennent la RIFSEEP automatiquement, avec des montants annuels de l'ordre de 12k€+ par exemple pour les IGR, pour obtenir une potentielle RIPEC 3 ans sur 4 d'un montant de 5,3k€ annuel, l'E/C doit bien se classer au niveau national...
Ne parlons pas de ce que l'état nous demande : aller chercher toujours plus de moyens par projets tout en maintenant une recherche fondamentale de qualité, évaluations individuelles, collectives, contrat d'objectif et de moyens qui demandent des efforts de transition énergétique sans perdre en productivité. Dans mon labo/département, on trouve normal de bosser 70h par semaine, moi y compris, tout ça pour un salaire plafond à moins de 3k€ par mois pour les MCF??? De qui se moque-t-on ? Vivement la retraite... La quoi ???
"
"23","15902290","4/7/2023 17:14","4/7/2023 17:14","4/7/2023 17:14","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","un département d'informatique d'IUT","151 - 200","<50","<50","majoritairement informatique (rattaché INS2I ou INSIS)","50 - 100","50 - 100","10","","Non","","","","80","0","5","5","4","5","3","4","3","3","3","3","2","4","NC","3","J'aime toujours enseigner","","4","3","4","4","NC","NC","NC","NC","NC","4","4","4","3","3","NC","NC","J'aime toujours faire de la recherche","","Non","<5","<5","",">15","NC","NC","NC","NC","NC","NC","NC","NC","NC","NC","45/45/10","Je ne suis pas ou plus concerné","Oui","5","2","3","Souvent difficile d'avoir un poste compte tenu du nombre disponible par rapport à la demande
En informatique, les salaires ne sont pas attractifs par rapport aux entreprises."
"24","15902810","4/7/2023 17:43","4/7/2023 17:43","4/7/2023 17:43","0","0.0.0.0","0","Anonymous","Une femme","Professeur des Universités","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","une UFR avec une composante en informatique",">200","","","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","0","","Oui","Par nécessité de service","81 - 120","81 - 120","0","0","0","0","0","4","1","5","5","3","3","NC","2","2","NC","3","J'aime toujours enseigner","","3","1","5","3","0","0","0","0","3","3","3","3","NC","3","3","3","J'aime toujours faire de la recherche","","Non",">15",">15","","<5","3","2","4","NC","3","NC","3","3","4","3","40/30/30","Oui","Oui","5","1","2",""
"25","15902826","4/7/2023 17:44","4/7/2023 17:44","4/7/2023 17:44","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","une UFR avec une forte composante en informatique",">200",">200","<50","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","0","UFR d'informatique 'propre' composée à 100% d'informaticiens","Oui","Par nécessité de service","<50","121 - 150","0","6","4","2","4","4","2","4","4","2","4","3","1","NC","NC","3","J'aime toujours enseigner","","4","3","5","3","5","4","3","NC","NC","4","4","4","4","NC","NC","NC","J'aime toujours faire de la recherche","","Oui",">15","<5","","","4","5","4","NC","3","NC","5","NSPP","5","5","25/50/25","Je ne suis pas ou plus concerné","Oui","5","4","4","Admin : 25 car la plupart du temps c'est de l'administration de l'enseignement. La recherche s'administre peu.

Je continue à le conseiller et le conseillerai tout le temps : ecrire un article ou faire un cours est toujours gratifiant."
"26","15902841","4/7/2023 17:45","4/7/2023 17:45","4/7/2023 17:45","0","0.0.0.0","0","Anonymous","Autre","Maître de Conférences (sans HDR)","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","une UFR avec une forte composante en informatique",">200",">200",">200","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","5","","Oui","Par nécessité de service","<50","<50","96","6","5","2","3","3","1","5","2","1","1","NSPP","1","1","NC","1","J'aime toujours enseigner mais un demi service me suffirait","je bénéficie d'une décharge financer sur projet anr jcjc (4 ans)
habituellement j'ai un service complet avec entre 30 et 80 heures complémentaires","3","3","3","0","4","1","1","NC","4","4","3","3","2","3","4","4","J'aime toujours faire de la recherche","","Oui","5 - 8","5 - 8","","5 - 8","3","3","3","0","3","NSPP","3","0","0","4","40/50/10","Qui sait, sur un malentendu ...","Qui sait, sur un malentendu ...","3","1","2","En informatique, l'offre en r&d industriel, y compris avec des possibilités de vacations à l'université, est une alternative intéressante, tant pour les conditions de travail, pour le salaire, que pour l'absence de charge administrative. 
Le seul ""désavantage"" que je vois dans cette alternative est la non participation à la politique de l'enseignement (et encore avec les conseils de perfectionnement ...)"
"27","15902882","4/7/2023 17:47","4/7/2023 17:47","4/7/2023 17:47","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","une UFR avec une forte composante en informatique",">200","","","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","0","","Oui","Par nécessité de service","121 - 150","121 - 150","0","0","4","NSPP","2","4","1","5","4","0","4","2","0","3","NC","0","J'aime toujours enseigner","","1","1","4","0","2","1","1","1","2","5","NC","4","1","2","3","0","J'aime toujours faire de la recherche","","Oui",">15","9 - 15","","","4","5","5","0","5","0","0","0","2","5","40/40/20","Non","Non","4","1","1","Le décret de 1984 et le système est à bout de souffle. Les EC croule sous les tâches administratives et les heures d'enseignement, activités qui ne sont pas valorisées et inutiles pour l'avancement et la carrière. De nos jours, les MCF qui passent PR délaissent cours et tâches collectives pour privilégier leur recherche, au détriment de ceux qui acceptent la surcharge de travail pédagogique et administratif. Il est temps de passer au corps unique des EC, quitte à mettre en place un PR classe 3 et de faire disparaitre les MCF. Avec l'arrivée des CPJ, cela devient urgent. Il faudra aussi s'interroger sérieusement sur l'utilité et la pertinence de l'HDR. Rien que la disparité des conditions et des requis pour la passer d'une section CNU à l'autre montre son obsolescence et son inadéquation. HdR inutile par ailleurs pour les recruté en CPJ."
"28","15902892","4/7/2023 17:47","4/7/2023 17:47","4/7/2023 17:47","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","un autre département d'IUT","151 - 200","151 - 200","101 - 150","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","5","","Oui","Un peu des deux","81 - 120","81 - 120","0","0","5","5","5","5","4","4","3","3","4","4","4","4","4","4","De conseille a quiconque de devenir enseignat à l'université/école/...","","2","3","3","2","3","2","1","","2","3","3","2","3","3","3","3","J'aime toujours faire de la recherche","","Oui","9 - 15","9 - 15","","","3","2","3","2","4","4","4","4","3","4","1/1/1","Oui","Oui","5","3","5",""
"29","15902955","4/7/2023 17:52","4/7/2023 17:52","4/7/2023 17:52","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","une UFR avec une forte composante en informatique",">200",">200",">200","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","0","","Oui","Un peu des deux","bcp plus !","bcp plus !","0","0","4","1","3","3","2","4","4","4","4","3","0","3","2","1","J'aime toujours enseigner","","0","1","5","3","3","2","1","1","3","4","4","4","3","3","1","1","J'aime toujours faire de la recherche mais j'ai reduit pour des raisons personnelles","","Oui","<5","5 - 8","","<5","1","4","1","0","5","NSPP","3","5","3","1","40/40/20","Non","Qui sait, sur un malentendu ...","4","2","2","En informatique, honnêtement il y a tellement de possibilités avec de meilleurs salaires c'est donc difficile à conseiller."
"30","15902986","4/7/2023 17:54","4/7/2023 17:54","4/7/2023 17:54","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","une UFR avec une forte composante en informatique",">200",">200",">200","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","0","","Oui","Un peu des deux","bcp plus !","81 - 120","0","0","3","5","1","2","1","4","4","4","5","1","0","0","1","0","J'aime toujours enseigner","","4","0","1","0","5","0","0","0","0","3","3","3","0","0","0","0","J'aime toujours faire de la recherche","","Oui",">15",">15","",">15","0","5","2","0","3","0","0","0","5","5","E/R","Non","Non","5","1","1",""
"31","15903001","4/7/2023 17:55","4/7/2023 17:55","4/7/2023 17:55","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","un département d'informatique d'IUT",">200","<50","<50","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","15","Je ne fais pratiquement plus ma recherche dans le laboratoire, mais en télétravail. De plus, je suis à cheval sur deux établissements. J'ai donc rempli ce sondage avec ma composante de rattachement.","Oui","Un peu des deux","bcp plus !","bcp plus !","96","0","1","0","3","NSPP","2","1","0","0","0","NSPP","0","1","1","1","S'il y a un moyen de ne plus en enseigner, ça m'intéresse","","NC","1","4","0","NC","0","0","NSPP","NSPP","NSPP","NSPP","NSPP","NSPP","NSPP","NC","NC","J'aime toujours faire de la recherche mais j'ai reduit pour des raisons personnelles","","Oui",">15",">15","","","5","5","5","0","5","1","1","0","NSPP","5","0/30/70","Non","Qui sait, sur un malentendu ...","2","1","1","La charge administrative que j'ai choisie n'étant pas dans mon établissement de rattachement, je n'ai pas beaucoup d'espoir qu'il soit valorisé. Toutefois, ne supportant plus les étudiants que j'ai en face de moi, je préfère cette solution à un temps plein en IUT. Là où j'ai ma charge administrative me permet de faire un travail de fond avec des personnes en reconversion, ce qui est passionnant. De plus l'équipe est top."
"32","15903023","4/7/2023 17:56","4/7/2023 17:56","4/7/2023 17:56","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","","","","","","Ecole d'Ingénieurs (hors Université)","","","une Ecole d'ingénieur avec une forte composante en Informatique","<50",">200","<50","pluridiciplinaire avec une forte composante informatique","50 - 100","<50","0","","Oui","Par nécessité de service","bcp plus !","121 - 150","0","0","4","0","2","4","1","5","3","1","3","3","3","NC","NC","1","J'aime toujours enseigner mais un demi service me suffirait","","4","1","5","0","2","1","3","0","4","2","4","4","2","1","NC","NC","J'aime toujours faire de la recherche","","Non","<5","<5","","<5","1","4","1","4","4","2","1","NSPP","NSPP","1","60/35/5","Oui","Oui","5","4","4",""
"33","15903157","4/7/2023 18:07","4/7/2023 18:07","4/7/2023 18:07","0","0.0.0.0","0","Anonymous","Un homme","Professeur des Universités","","","","","","Ecole d'Ingénieurs (hors Université)","","","une Ecole d'ingénieur avec une forte composante en Informatique",">200","",">200","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","0","","Oui","Par nécessité de service","121 - 150","81 - 120","0","0","2","1","4","4","4","4","4","2","3","NSPP","1","2","4","3","J'aime toujours enseigner","","1","1","5","3","3","1","2","NC","NC","2","1","4","2","NSPP","NC","NC","J'aime toujours faire de la recherche","","Oui","5 - 8","5 - 8","","","0","NSPP","4","NSPP","NSPP","2","NSPP","4","4","4","45/45/10","Qui sait, sur un malentendu ...","Qui sait, sur un malentendu ...","4","2","3",""
"34","15903160","4/7/2023 18:07","4/7/2023 18:07","4/7/2023 18:07","0","0.0.0.0","0","Anonymous","Un homme","Maître de Conférences (sans HDR)","","","","","","Ecole d'Ingénieurs (hors Université)","","","une Ecole d'ingénieur avec une forte composante en Informatique",">200",">200","","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","15","Enseignement sur plusieurs sites de la ville :  la distance en temps varie de 0 à 30 minutes selon les semestres (d'où 15 minutes).","Oui","Par nécessité de service","51 - 80","51 - 80","0","0","4","1","1","4","2","4","1","1","2","NSPP","1","3","3","3","J'aime toujours enseigner mais un demi service me suffirait","","4","1","3","1","4","3","NSPP","NC","NSPP","4","NC","4","3","1","5","4","J'aime toujours faire de la recherche","","Oui","<5","<5","","","2","NSPP","4","NC","NSPP","NSPP","3","1","NSPP","NSPP","40/50/10","Oui","Oui","5","5","5","La liberté intellectuelle apportée par le volet recherche est primordial, et me concernant, encore accessible."
"35","15903256","4/7/2023 18:14","4/7/2023 18:14","4/7/2023 18:14","0","0.0.0.0","0","Anonymous","Une femme","Maître de Conférences (sans HDR)","","","","","","Université (y compris Ecole d'ingénieur d'Université)","","","une UFR avec une composante en informatique",">200",">200",">200","majoritairement informatique (rattaché INS2I ou INSIS)",">300",">300","0","","Oui","Par nécessité de service","51 - 80","81 - 120","0","0","2","0","2","3","1","1","2","1","1","NSPP","0","2","NSPP","3","S'il y a un moyen de ne plus en enseigner, ça m'intéresse","Appréciation personnelle : aucune option ne me convient. Je ne souhaite pas arrêter, je ne suis pas sûre d'aimer autant qu'avant, j'aimerais juste qu'on nous donne les moyens de faire... et aussi avoir des étudiants qui sont là parce qu'ils ont vu de la lumière...
La reconnaissance a l'air de s'améliorer avec la RIPEC ?","1","0","3","0","2","NSPP","2","NC","NC","1","0","1","NSPP","0","NC","0","J'ai arrêté et pense ne plus recommencer","Trop d'investissement en enseignement (car d'autres ne font pas, la recherche rapportant plus) donc peu de temps pour la recherche, donc moins de possibilité de raccrocher donc je ne pense pas que je raccrocherai si le côté enseignement s'améliore.

Questionnaire : Responsabilité local  => de quel ""local"" ?  Le questionnaire a quand même beaucoup de typos...
Et parfois, ce n'est plus des typos : que dois-je comprendre par ""personne d'autre ne voulez le faire"" ou "" auriez voulu assurées "" ?
Ou bien comment dois-je évaluer ma réponse à ""En avez-vous beaucoup ? "" en termes de ""Très dégradées/défavorables/... ("" ?
","Oui","",">15","","","2","2","4","0","5","3","2","2","2","NSPP","50/40/10","Je ne suis pas ou plus concerné","Qui sait, sur un malentendu ...","2","1","1","Il faut être fou ou super motivé pour devenir MCF de nos jours : paye minable p/r au nombre d'études même après des années d'ancienneté, difficulté à ne pas travailler durant ses soirées, ses week-end et ses vacances, étudiants non motivés, peu de moyens de les motiver (financiers ou autres), encadrement en sous effectif, nécessité de pallier les manques de l'université...
Je peux continuer un moment comme cela.
Mieux vaut être ingénieur bien payé dans une boîte qui propose des avantages et, au final, plus de RTT que nous n'avons de vrais congés... "
